year,month,epi_week,disease,suspected_cases,confirmed_cases,deaths,states_affected,lgas_affected,cfr_pct,report_url
2018,10,42,Yellow Fever,18,,,,,,https://ncdc.gov.ng/reports/weekly/2018/10/42
2018,10,43,AFP,7245,,,37,750,,https://ncdc.gov.ng/reports/weekly/2018/10/43
2018,10,43,CSM,8,,,8,9,,https://ncdc.gov.ng/reports/weekly/2018/10/43
2018,10,43,Cholera,454,,,8,29,,https://ncdc.gov.ng/reports/weekly/2018/10/43
2018,10,43,Measles,178,,,27,,,https://ncdc.gov.ng/reports/weekly/2018/10/43
2018,10,43,Yellow Fever,89,,,,,,https://ncdc.gov.ng/reports/weekly/2018/10/43
2018,11,44,AFP,7443,,,37,750,,https://ncdc.gov.ng/reports/weekly/2018/11/44
2018,11,44,CSM,16,,,8,11,,https://ncdc.gov.ng/reports/weekly/2018/11/44
2018,11,44,Cholera,14,,,13,34,,https://ncdc.gov.ng/reports/weekly/2018/11/44
2018,11,44,Measles,233,,,31,,,https://ncdc.gov.ng/reports/weekly/2018/11/44
2018,11,45,AFP,7660,,,37,750,,https://ncdc.gov.ng/reports/weekly/2018/11/45
2018,11,45,CSM,13,,,4,7,,https://ncdc.gov.ng/reports/weekly/2018/11/45
2018,11,45,Cholera,175,,,8,19,,https://ncdc.gov.ng/reports/weekly/2018/11/45
2018,11,45,Lassa Fever,3016,,,22,,,https://ncdc.gov.ng/reports/weekly/2018/11/45
2018,11,45,Measles,205,,,28,,,https://ncdc.gov.ng/reports/weekly/2018/11/45
2018,11,45,Yellow Fever,85,,,,,,https://ncdc.gov.ng/reports/weekly/2018/11/45
2018,11,46,AFP,7841,,,37,751,,https://ncdc.gov.ng/reports/weekly/2018/11/46
2018,11,46,CSM,22,,,6,8,,https://ncdc.gov.ng/reports/weekly/2018/11/46
2018,11,46,Cholera,47,,,7,11,,https://ncdc.gov.ng/reports/weekly/2018/11/46
2018,11,46,Measles,214,,,26,,,https://ncdc.gov.ng/reports/weekly/2018/11/46
2018,11,46,Yellow Fever,85,,,20,31,,https://ncdc.gov.ng/reports/weekly/2018/11/46
2018,11,47,AFP,7992,,,37,752,,https://ncdc.gov.ng/reports/weekly/2018/11/47
2018,11,47,CSM,23,,,6,11,,https://ncdc.gov.ng/reports/weekly/2018/11/47
2018,11,47,Cholera,61,,,8,13,,https://ncdc.gov.ng/reports/weekly/2018/11/47
2018,11,47,Measles,216,,,33,,,https://ncdc.gov.ng/reports/weekly/2018/11/47
2018,12,48,AFP,145,,,35,114,,https://ncdc.gov.ng/reports/weekly/2018/12/48
2018,12,48,CSM,16,,,8,13,,https://ncdc.gov.ng/reports/weekly/2018/12/48
2018,12,48,Cholera,62,,,6,10,,https://ncdc.gov.ng/reports/weekly/2018/12/48
2018,12,48,Measles,240,,,31,,,https://ncdc.gov.ng/reports/weekly/2018/12/48
2018,12,49,AFP,116,,,32,103,,https://ncdc.gov.ng/reports/weekly/2018/12/49
2018,12,49,CSM,11,,,5,10,,https://ncdc.gov.ng/reports/weekly/2018/12/49
2018,12,49,Cholera,37,,,6,7,,https://ncdc.gov.ng/reports/weekly/2018/12/49
2018,12,49,Lassa Fever,3276,,,23,,,https://ncdc.gov.ng/reports/weekly/2018/12/49
2018,12,49,Measles,227,,,29,,,https://ncdc.gov.ng/reports/weekly/2018/12/49
2018,12,51,AFP,94,,,31,82,,https://ncdc.gov.ng/reports/weekly/2018/12/51
2018,12,51,CSM,17,,,4,8,,https://ncdc.gov.ng/reports/weekly/2018/12/51
2018,12,51,Cholera,6,,,2,3,,https://ncdc.gov.ng/reports/weekly/2018/12/51
2018,12,51,Measles,230,,,25,,,https://ncdc.gov.ng/reports/weekly/2018/12/51
2018,12,51,Yellow Fever,387,,,,,,https://ncdc.gov.ng/reports/weekly/2018/12/51
2018,12,52,Yellow Fever,8,,,,,,https://ncdc.gov.ng/reports/weekly/2018/12/52
2018,12,52,AFP,60,,,28,54,,https://ncdc.gov.ng/reports/weekly/2018/12/52
2018,12,52,CSM,33,,,6,7,,https://ncdc.gov.ng/reports/weekly/2018/12/52
2018,12,52,Cholera,8,,,,18,,https://ncdc.gov.ng/reports/weekly/2018/12/52
2018,12,52,Measles,250,,,26,,,https://ncdc.gov.ng/reports/weekly/2018/12/52
2018,12,52,Yellow Fever,396,,,,,,https://ncdc.gov.ng/reports/weekly/2018/12/52
2018,2,5,Lassa Fever,615,,43,17,,6.99,https://ncdc.gov.ng/reports/weekly/2018/2/5
2018,2,5,CSM,51,,,12,27,,https://ncdc.gov.ng/reports/weekly/2018/2/5
2018,2,5,Cholera,15,,,2,2,,https://ncdc.gov.ng/reports/weekly/2018/2/5
2018,2,5,Lassa Fever,168,,,21,46,,https://ncdc.gov.ng/reports/weekly/2018/2/5
2018,2,5,Measles,460,,,33,,,https://ncdc.gov.ng/reports/weekly/2018/2/5
2018,2,6,CSM,71,,,16,41,,https://ncdc.gov.ng/reports/weekly/2018/2/6
2018,2,6,Cholera,12,,,3,5,,https://ncdc.gov.ng/reports/weekly/2018/2/6
2018,2,6,Lassa Fever,87,,,12,35,,https://ncdc.gov.ng/reports/weekly/2018/2/6
2018,2,6,Measles,434,,,35,,,https://ncdc.gov.ng/reports/weekly/2018/2/6
2018,2,7,CSM,26,,,14,45,,https://ncdc.gov.ng/reports/weekly/2018/2/7
2018,2,7,Cholera,3,,,,,,https://ncdc.gov.ng/reports/weekly/2018/2/7
2018,2,7,Lassa Fever,55,,,11,21,,https://ncdc.gov.ng/reports/weekly/2018/2/7
2018,2,7,Measles,507,,,34,,,https://ncdc.gov.ng/reports/weekly/2018/2/7
2018,2,8,Lassa Fever,1121,353,,,,,https://ncdc.gov.ng/reports/weekly/2018/2/8
2018,2,8,CSM,89,,,14,58,,https://ncdc.gov.ng/reports/weekly/2018/2/8
2018,2,8,Cholera,11,,,3,3,,https://ncdc.gov.ng/reports/weekly/2018/2/8
2018,2,8,Lassa Fever,44,,,10,22,,https://ncdc.gov.ng/reports/weekly/2018/2/8
2018,2,8,Lassa Fever,44,,,10,22,,https://ncdc.gov.ng/reports/weekly/2018/2/8
2018,2,8,Measles,517,,,36,,,https://ncdc.gov.ng/reports/weekly/2018/2/8
2018,3,10,Lassa Fever,189,,,4,5,,https://ncdc.gov.ng/reports/weekly/2018/3/10
2018,3,10,CSM,173,,,14,62,,https://ncdc.gov.ng/reports/weekly/2018/3/10
2018,3,10,Cholera,189,,,4,5,,https://ncdc.gov.ng/reports/weekly/2018/3/10
2018,3,10,Lassa Fever,38,,,11,14,,https://ncdc.gov.ng/reports/weekly/2018/3/10
2018,3,10,Measles,623,,,34,,,https://ncdc.gov.ng/reports/weekly/2018/3/10
2018,3,11,CSM,254,,,16,59,,https://ncdc.gov.ng/reports/weekly/2018/3/11
2018,3,11,Cholera,175,,,4,6,,https://ncdc.gov.ng/reports/weekly/2018/3/11
2018,3,11,Lassa Fever,18,,,7,10,,https://ncdc.gov.ng/reports/weekly/2018/3/11
2018,3,11,Measles,605,,,36,,,https://ncdc.gov.ng/reports/weekly/2018/3/11
2018,3,12,CSM,499,,,14,65,,https://ncdc.gov.ng/reports/weekly/2018/3/12
2018,3,12,Cholera,351,,,7,9,,https://ncdc.gov.ng/reports/weekly/2018/3/12
2018,3,12,Lassa Fever,27,,,9,12,,https://ncdc.gov.ng/reports/weekly/2018/3/12
2018,3,12,Measles,782,,,34,,,https://ncdc.gov.ng/reports/weekly/2018/3/12
2018,3,9,Lassa Fever,12,,,3,3,,https://ncdc.gov.ng/reports/weekly/2018/3/9
2018,3,9,CSM,153,,,15,75,,https://ncdc.gov.ng/reports/weekly/2018/3/9
2018,3,9,Cholera,12,,,3,3,,https://ncdc.gov.ng/reports/weekly/2018/3/9
2018,3,9,Lassa Fever,32,,,13,17,,https://ncdc.gov.ng/reports/weekly/2018/3/9
2018,3,9,Measles,534,,,34,,,https://ncdc.gov.ng/reports/weekly/2018/3/9
2018,4,13,CSM,1343,,,15,73,,https://ncdc.gov.ng/reports/weekly/2018/4/13
2018,4,13,Cholera,337,,,7,8,,https://ncdc.gov.ng/reports/weekly/2018/4/13
2018,4,13,Lassa Fever,19,,,8,10,,https://ncdc.gov.ng/reports/weekly/2018/4/13
2018,4,13,Measles,542,,,36,,,https://ncdc.gov.ng/reports/weekly/2018/4/13
2018,4,14,CSM,1517,,,15,66,,https://ncdc.gov.ng/reports/weekly/2018/4/14
